Date & Time,D: Sulphur Hexaflouride [ppm],Air Exchange [1/h],Dosage Given [Nl],7651 Flag,Monitor Flag,1403 Flag,Comment
2021-01-27 22:12:38,17.598,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:13:08,17.443,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:13:38,17.31,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:14:07,17.179,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:14:37,17.01,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:15:07,16.927,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:15:37,16.801,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:16:07,16.577,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:16:37,16.392,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:17:07,16.26,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:17:36,16.144,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:18:06,15.852,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:18:36,15.653,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:19:06,15.667,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:19:36,15.549,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:20:05,15.305,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:20:35,15.209,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:21:05,15.104,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:22:08,14.737,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:22:38,14.423,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:23:07,14.453,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:23:37,14.221,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:24:07,14.042,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:24:37,13.892,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:25:07,13.702,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:25:37,13.627,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:26:07,13.424,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:26:37,13.147,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:27:06,13.081,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:27:36,12.907,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:28:06,12.942,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:28:36,12.828,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:29:06,12.821,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:29:36,12.677,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:30:06,12.557,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:30:35,12.493,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:31:05,12.371,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:31:35,12.264,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:32:05,12.272,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:32:35,12.181,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:33:05,12.058,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:33:35,12.054,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:34:05,11.957,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:34:36,11.9,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:35:05,11.858,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:35:35,11.767,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:36:05,11.691,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:36:35,11.591,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:37:05,11.474,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:37:35,11.442,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:38:05,11.28,100000000000000000000000000000000,0,0,,,,
2021-01-27 22:38:35,11.221,100000000000000000000000000000000,0,0,,,,
